Company_Name,Skills they are looking for,Number of positions
uber,"[list(['application support', 'architecture', 'server administration', 'financial planning', 'design development', 'forecasting', 'analytics', 'monitoring'])
 list(['application support', 'architecture', 'server administration', 'financial planning', 'design development', 'forecasting', 'analytics', 'sql'])
 list(['backend', 'architecture', 'coding', 'cloud services', 'agile development', 'debugging', 'data structures', 'html'])
 list(['backend', 'front end', 'coding', 'software engineer ii', 'agile development', 'debugging', 'data structures', 'html'])
 list(['backend', 'front end', 'data science', 'user interaction', 'mobile architecture', 'production', 'product life cycle', 'monitoring'])
 list(['backend', 'front end', 'web technologies', 'management'])
 list(['capacity management', 'performance tuning', 'backend', 'data modeling', 'data structures', 'data quality', 'open source', 'analytics'])
 list(['computer science', 'backend', 'coding', 'postgresql', 'mysql', 'data structures', 'distribution system', 'monitoring'])
 list(['computer science', 'coding', 'cassandra', 'programming', 'infrastructure', 'manager technology', 'distribution system', 'monitoring'])
 list(['computer science', 'press release', 'backend', 'compliance', 'coding', 'sms', 'programming', 'manager technology'])
 list(['computer science', 'principal architect', 'coding', 'cassandra', 'programming', 'regulatory compliance', 'technical leadership', 'distribution system'])
 list(['hive', 'backend', 'spark', 'hadoop', 'infrastructure', 'data processing', 'data quality', 'big data'])
 list(['payment processing', 'infrastructure', 'manager technology', 'architecting', 'testing'])
 list(['press release', 'backend', 'architecture', 'scalability', 'coding', 'software engineer ii', 'sms', 'distribution system'])
 list(['san', 'automation', 'coding', 'billing', 'financial planning', 'regulatory compliance', 'software engineer 2', 'distribution system'])
 list(['software design', 'backend', 'design review', 'sms', 'data structures', 'incident management', 'open source', 'distribution system'])
 list(['software design', 'backend', 'sms', 'data structures', 'incident management', 'system design', 'open source', 'distribution system'])
 list(['system architecture', 'cloud computing', 'ivr', 'technical writing', 'javascript', 'troubleshooting', 'distribution system', 'monitoring'])
 list(['unix', 'microstrategy', 'computer science', 'linux', 'data modeling', 'coding', 'shell scripting', 'analytics'])]",23
urbandart.com,"['application development' 'data structures' 'debugging' 'front end'
 'javascript' 'mysql' 'networking' 'php']",1
ushta te consultancy services llp,"['apis' 'c#' 'c++' 'it skills' 'microsoft technologies'
 'software development' 'ui' 'xaml']",1
"uworld, llc","['automation tools' 'database testing' 'life cycle' 'manual testing'
 'quality assurance engineering' 'regression testing' 'software qa'
 'test management']",1
v-soft consulting,"['bootstrap' 'html' 'jpa' 'jquery' 'jsp' 'mvc' 'software development'
 'spring boot']",1
v2soft,"['aws' 'data analytics' 'data science' 'it skills' 'java' 'python'
 'security automation' 'software development']",1
v5 business solutions pvt ltd,"['android development' 'cloud computing' 'coding' 'it skills' 'java'
 'javascript' 'jquery' 'testing']",1
value momentum software services pvt. ltd.,['liferay' 'liferay developer' 'liferay dxp' 'liferay portal'],1
valuelabs,"[list(['automation tools', 'selenium', 'automation testing', 'sdet', 'communication', 'test planning', 'test automation', 'qa methodology'])
 list(['coding', 'tl - sql', 'deep sql', 'development', 'sql', 'tsql development', 'tsql queries', 'normalization'])
 list(['powershell', 'terraform', 'dotnet core', 'grafana', 'golang azure devops', 'software engineering'])]",3
valuemomentum,"[list(['android development', 'ios', 'hmtl 5', 'restful apis', 'flutter framework development', 'graphql apis', 'presentation', 'javascript'])
 list(['presentation', 'analysis', 'php', 'communication', 'sql', 'codeigniter', 'it skills', 'web frameworks'])
 list(['web frameworks', 'php', 'mysql', 'codeigniter'])]",3
vcomply technologies india private limited,"['angular' 'angular development' 'aws lambda' 'it skills' 'mean stack'
 'product management' 'saas' 'saas applications']",1
ved innovations,"['.net core' 'fullstack development' 'it skills' 'java'
 'java architecture' 'microservices' 'python' 'spring boot']",1
vegazva engineering pvt. ltd.,"['automation' 'cluster management' 'computer science'
 'information technology' 'linux' 'networking' 'nosql' 'wireless']",1
venator holdings,"['agile' 'agile methodology' 'analytical' 'angularjs' 'cloud'
 'cloud computing' 'coding' 'computer science' 'configuration management'
 'control system' 'css' 'data processing' 'debugging' 'devops'
 'distribution system' 'dnb' 'eclipse' 'git' 'html' 'informatica'
 'information security' 'information technology' 'it skills' 'java'
 'jenkins' 'json' 'linux' 'maven' 'networking' 'object oriented design'
 'open source' 'performance testing' 'performance tuning' 'php' 'plsql'
 'production support' 'python' 'rdbms' 'scrum' 'software development'
 'software engineer ii' 'testing' 'troubleshooting' 'unit testing' 'unix'
 'xml']",12
veniso solutions pvt ltd,['css' 'html' 'javascript' 'mysql' 'php'],1
veripark,"['azure' 'c#' 'crm' 'dynamics 365' 'dynamics crm' 'it skills' 'javascript'
 'power platform']",1
verisk analytics,"['.net' '.net core' '.net framework' 'agile process' 'algorithms'
 'analytical' 'aurora' 'automation testing' 'automation tools' 'aws'
 'azure devops' 'c#' 'c++' 'code reviews' 'core c' 'core data structures'
 'css' 'data structure' 'data structures' 'database schema' 'debugging'
 'gherkin' 'grpc' 'integration' 'it skills' 'java' 'javascript' 'linq'
 'mfc framework' 'mstest' 'multithreading' 'mysql'
 'object - oriented design' 'object -oriented design'
 'object oriented design' 'object-oriented design' 'rdbms' 'salesforce'
 'scrum methodologies' 'selenium' 'soa architecture'
 'software architecture' 'software development' 'software testing' 'sql'
 'sql server' 'ssas' 'ssis' 'ssrs' 'stl' 't - sql' 'test scripts'
 'testing' 'wcf' 'web/cloud' 'wpf' 'written communication']",11
verizon,"['agile' 'agile development' 'analytical' 'analytical skills' 'analytics'
 'api testing' 'application architecture' 'application development'
 'application security' 'architecture' 'automation' 'backend' 'billing'
 'business solutions' 'cassandra' 'cloud' 'cloud computing' 'coding'
 'computer science' 'continuous integration' 'core java'
 'customer experience' 'data analysis' 'data mining' 'data security'
 'data visualization' 'debugging' 'deep learning'
 'diversity and inclusion' 'enterprise applications' 'front end' 'git'
 'hibernate' 'html' 'industry research' 'ivr' 'j2ee' 'javascript' 'jdbc'
 'jms' 'jpa' 'json' 'linux' 'machine learning' 'manager technology'
 'maven' 'middleware' 'monitoring' 'mvc' 'networking' 'nosql'
 'operational excellence' 'oracle' 'owasp' 'pega' 'performance management'
 'performance tuning' 'plsql' 'post production' 'postgresql'
 'quality assurance engineering' 'query optimization' 'sales'
 'shell scripting' 'soa' 'software development life cycle'
 'software quality' 'spring boot' 'system architecture'
 'technical writing' 'telecom' 'telecommunication' 'test scripts' 'tomcat'
 'training and development' 'troubleshooting' 'unit testing' 'unix'
 'usage' 'visio' 'web analytics' 'web designing' 'weblogic' 'wireless'
 'xml']",25
vertafore,"[list(['product quality', 'automation', 'infrastructure', 'manager technology', 'test cases', 'testing'])
 list(['qa', 'software development methodologies', 'networking', 'product innovation', 'javascript', 'agile', 'manager technology', 'mobile applications'])
 list(['root cause analysis', 'continuous integration', 'automation', 'backend', 'service level', 'testing tools', 'performance testing', 'deployment'])
 list(['technical training', 'web technologies', 'networking', 'software engineer ii', 'javascript', 'agile', '.net', 'mentor'])
 list(['web technologies', 'networking', 'javascript', 'agile', 'open source', 'troubleshooting'])
 list(['web technologies', 'networking', 'product innovation', 'software engineer ii', 'javascript', 'agile', 'manager technology', 'management'])
 list(['web technologies', 'networking', 'software engineer ii', 'javascript', 'agile', 'open source', 'troubleshooting'])]",7
vestrics solutions pvt ltd,"['absl scripting' 'analytical' 'angular' 'angularjs' 'javascript' 'jquery'
 'kendo ui' 'react.js']",1
viasat india private limited,['c' 'c++' 'networking' 'python'],1
vibertech solutions pvt ltd,"['c' 'c++' 'client server' 'embedded software' 'rust'
 'software engineering' 'system programming' 'windows system programming']",1
virtusa,"['alm' 'api testing' 'automation testing' 'ci' 'continuous integration'
 'cucumber' 'performance testing' 'selenium']",1
vmware,"['automation' 'build automation' 'cloud' 'it skills' 'manager technology'
 'programming' 'vmware' 'workflow']",1
wavelabs,"['c c programming' 'debugging' 'gdb' 'network planning' 'network support'
 'networking' 'wireless' 'written communication']",1
wavelabs technologies private limited,"['c' 'c programming' 'debugging' 'gdb' 'network support' 'networking'
 'wireless' 'written communication']",1
way2online interactive india private limited,"['agile' 'analytical' 'data base' 'data bases' 'it skills' 'mysql'
 'node js' 'node.js']",1
wesquare india private limited,"['agile' 'css3' 'front end' 'html5' 'javascript' 'php'
 'verbal communication' 'written']",1
wi2wi,"['code' 'embedded software' 'network security' 'scripting' 'software'
 'system programming' 'tools' 'usage']",1
winfo consulting,"['analytical' 'c' 'communication' 'it skills' 'java' 'plsql' 'verbal'
 'written']",1
wings infonet,"['asp.net' 'c#' 'design patterns' 'dotnet' 'dotnet development' 'erp'
 'oops' 'sql server']",1
wipro,"['it service desk' 'service desk' 'strong communication skills'
 'technical helpdesk' 'troubleshooting']",1
workfusion india pvt ltd,"['cloud' 'core java' 'it skills' 'java' 'jenkins' 'python' 'spring boot'
 'testing']",1
xilinx,"['aerospace' 'analytical' 'analytical skills' 'application development'
 'architecture' 'artificial intelligence' 'asic' 'automation' 'big data'
 'c + +' 'c++' 'case analysis' 'cloud' 'coding' 'computer science'
 'computer vision' 'configuration management' 'data structures'
 'debugging' 'development manager' 'device driver development'
 'digital design' 'embedded c' 'embedded linux' 'embedded software'
 'embedded systems' 'ethernet' 'firmware' 'fpga' 'front end' 'git'
 'graphics' 'h264' 'high performance computing' 'image processing'
 'interaction design' 'ips' 'it skills' 'java' 'lead software' 'linux'
 'linux kernel' 'machine learning' 'manager technology' 'maven'
 'networking' 'pcie' 'perl' 'product marketing' 'programming' 'python'
 'rtl design' 'rtos' 'shell scripting' 'signal processing' 'silicon'
 'simulation' 'soc' 'software development' 'software engineer 2' 'spi'
 'static timing analysis' 'system verilog' 'test cases' 'test planning'
 'testing' 'tool design' 'troubleshooting' 'usb' 'verilog'
 'version control' 'vhdl' 'video codecs' 'vlsi' 'web technologies'
 'wellness' 'windows' 'wireless' 'xilinx']",28
xoriant,"['dojo' 'it skills' 'javascript' 'oops' 'react.js' 'reactjs' 'ui'
 'web api']",1
yana mobility india private limited,"['adc' 'ble' 'blue' 'dac' 'dsp' 'embedded c' 'etas' 'freertos' 'iis'
 'microcontroller' 'nxp' 'pdm' 'telematics' 'uart' 'uds']",2
yotta techports pvt. ltd.,"['analytical' 'communication' 'communication skills'
 'software development' 'software engineering']",1
young mind technology solutions,"['c++' 'embedded c' 'embedded system' 'it skills' 'linux' 'r&d  embedded'
 'rtos' 'troubleshooting']",1
zaggle save,"['backend' 'computer science' 'deployment' 'front end' 'git' 'javascript'
 'software development life cycle' 'ui lead']",1
zen technologies limited,"['b tech electronics' 'communication skills' 'programming language'
 'software development process' 'software testing' 'strong in electronics'
 'test engineering']",1
zenoti,"['agile' 'analytical' 'android' 'angular' 'c#' 'cocoa' 'communication'
 'css' 'data structure' 'html' 'ios' 'java' 'javascript' 'jquery' 'kotlin'
 'objective c' 'scrum' 'swift']",3
zenq,"['campus recruitment' 'hr' 'it skills' 'mechanical' 'outsourcing'
 'programming' 'selection process' 'testing']",1
zeta inc.,"['api testing' 'automation framework' 'backend' 'banking' 'bfsi'
 'core banking' 'cryptography' 'distribution system' 'expense management'
 'http' 'iso 27001' 'java' 'javascript' 'loans' 'pci dss'
 'performance testing' 'sdet' 'soc' 'software development'
 'software development engineer ii']",3
zf india private limited,"['adf' 'adobe illustrator' 'adobe xd' 'analytical'
 'automotive electronics' 'axalant' 'bash' 'bootloader development'
 'canape' 'canfd' 'canoe' 'communication' 'compliance' 'computer science'
 'cyber security' 'database security' 'devops' 'diagnostics' 'embedded c'
 'embedded c secure boot' 'embedded software development' 'ethernet'
 'etls' 'flexray' 'fmpy' 'iso' 'it skills' 'java' 'javascript' 'jenkins'
 'matlab' 'mechatronics' 'ms azure' 'ms sql' 'photoshop' 'plm windchill'
 'power bi' 'programming' 'project development' 'python' 'sap' 'sap erp'
 'sap qm module' 'sharepoint' 'simulink' 'sketch' 'software development'
 'sql' 'ssis' 'ssrs' 'system testing' 'ui' 'uml' 'usage' 'ux' 'veos'
 'verbal' 'verbal communication' 'vtest studio' 'windchill' 'written'
 'xcp']",9
"zl technologies, inc.","['api' 'git' 'java' 'kafka' 'nosql dbs' 'verbal communication' 'written'
 'zookeeper']",1
zscaler softech,"['active directory' 'agile' 'application development' 'automation' 'cloud'
 'cloud management' 'computer science' 'cre' 'debugging' 'devops'
 'enterprise applications' 'functional testing'
 'infrastructure development' 'javascript' 'network operations'
 'network security' 'networking' 'networking protocols'
 'performance testing' 'product management' 'qa' 'security testing'
 'software engineering' 'tcp' 'test cases' 'troubleshooting' 'vpn'
 'web technologies']",5
zuti engineering solutions pvt ltd,"['12c' 'debugging' 'device drivers' 'embedded c' 'embedded c++'
 'embedded linux' 'firmware development' 'rtos']",1
zyclyx consulting services private limited,['it skills' 'java' 'node.js' 'oracle' 'python' 'rest' 'testing' 'vue.js'],1
